NORT_ARTIC_3,NORT_ARTIC_4,NORT_ARTIC_4.1,NORW_ARTIC_4.1,OXON_VeSeq,PHEC_ARTIC_3,SANG_ARTIC_3,SANG_ARTIC_4.1,NORT_ARTIC_3_prevalent20pct,NORT_ARTIC_4_prevalent20pct,NORT_ARTIC_4.1_prevalent20pct,NORW_ARTIC_4.1_prevalent20pct,OXON_VeSeq_prevalent20pct,PHEC_ARTIC_3_prevalent20pct,SANG_ARTIC_3_prevalent20pct,SANG_ARTIC_4.1_prevalent20pct,NORT_ARTIC_3_SB,NORT_ARTIC_4_SB,NORT_ARTIC_4.1_SB,NORW_ARTIC_4.1_SB,PHEC_ARTIC_3_SB,SANG_ARTIC_3_SB,SANG_ARTIC_4.1_SB,DeMaio_Mask,DeMaio_Caution,ARTIC_3,ARTIC_4,ARTIC_4.1
,,,,,,,,,,,,,,,,,,,,,18769.0,26167.0,,,4691.0,4995.0,4686
,,,,,,,,,,,,,,,,,,,,,18772.0,26169.0,,,4692.0,4996.0,4687
,,,,,,,,,,,,,,,,,,,,,18781.0,26170.0,,,4693.0,4997.0,4688
,,,,,,,,,,,,,,,,,,,,,18782.0,26173.0,,,4694.0,4998.0,4689
,,,,,,,,,,,,,,,,,,,,,18788.0,26176.0,,,4695.0,4999.0,4690
,,,,,,,,,,,,,,,,,,,,,18790.0,26177.0,,,4939.0,5000.0,4691
,,,,,,,,,,,,,,,,,,,,,18791.0,26186.0,,,4940.0,5001.0,4692
,,,,,,,,,,,,,,,,,,,,,18795.0,26190.0,,,4941.0,5002.0,4693
,,,,,,,,,,,,,,,,,,,,,18796.0,26203.0,,,4942.0,5003.0,4694
,,,,,,,,,,,,,,,,,,,,,18799.0,26206.0,,,4943.0,5004.0,4695
,,,,,,,,,,,,,,,,,,,,,18803.0,26450.0,,,4944.0,5005.0,4696
,,,,,,,,,,,,,,,,,,,,,18808.0,26461.0,,,4945.0,5006.0,4697
,,,,,,,,,,,,,,,,,,,,,18814.0,26469.0,,,4946.0,5007.0,4698
,,,,,,,,,,,,,,,,,,,,,19078.0,26474.0,,,4947.0,5008.0,4699
,,,,,,,,,,,,,,,,,,,,,19080.0,26475.0,,,4948.0,5009.0,4700
,,,,,,,,,,,,,,,,,,,,,19083.0,26478.0,,,4949.0,5010.0,4701
,,,,,,,,,,,,,,,,,,,,,19089.0,26486.0,,,4950.0,5011.0,4702
,,,,,,,,,,,,,,,,,,,,,19102.0,26491.0,,,4951.0,5012.0,4703
,,,,,,,,,,,,,,,,,,,,,19117.0,26493.0,,,4952.0,5013.0,4704
,,,,,,,,,,,,,,,,,,,,,19118.0,26501.0,,,4953.0,5014.0,4705
,,,,,,,,,,,,,,,,,,,,,19380.0,26509.0,,,4954.0,5015.0,4706
,,,,,,,,,,,,,,,,,,,,,19391.0,26524.0,,,4955.0,5016.0,4707
,,,,,,,,,,,,,,,,,,,,,19400.0,26531.0,,,4956.0,5230.0,4708
,,,,,,,,,,,,,,,,,,,,,19405.0,26546.0,,,4957.0,5231.0,4709
,,,,,,,,,,,,,,,,,,,,,19406.0,26577.0,,,4958.0,5232.0,4923
,,,,,,,,,,,,,,,,,,,,,19414.0,26654.0,,,4959.0,5233.0,4924
,,,,,,,,,,,,,,,,,,,,,19423.0,26753.0,,,4960.0,5234.0,4925
,,,,,,,,,,,,,,,,,,,,,19438.0,26764.0,,,4961.0,5235.0,4926
,,,,,,,,,,,,,,,,,,,,,19441.0,26772.0,,,4962.0,5236.0,4927
,,,,,,,,,,,,,,,,,,,,,19457.0,26775.0,,,4963.0,5237.0,4928
,,,,,,,,,,,,,,,,,,,,,19716.0,26797.0,,,4964.0,5238.0,4929
,,,,,,,,,,,,,,,,,,,,,19723.0,26798.0,,,4965.0,5239.0,4930
,,,,,,,,,,,,,,,,,,,,,19729.0,26803.0,,,4995.0,5240.0,4931
,,,,,,,,,,,,,,,,,,,,,19730.0,26804.0,,,4996.0,5241.0,4932
,,,,,,,,,,,,,,,,,,,,,19735.0,26807.0,,,4997.0,5242.0,4933
,,,,,,,,,,,,,,,,,,,,,19738.0,26808.0,,,4998.0,5243.0,4934
,,,,,,,,,,,,,,,,,,,,,19741.0,26812.0,,,4999.0,5244.0,4935
,,,,,,,,,,,,,,,,,,,,,19746.0,26820.0,,,5000.0,5245.0,4936
,,,,,,,,,,,,,,,,,,,,,19750.0,26830.0,,,5001.0,5246.0,4937
,,,,,,,,,,,,,,,,,,,,,19760.0,26843.0,,,5002.0,5247.0,4938
,,,,,,,,,,,,,,,,,,,,,19763.0,27061.0,,,5003.0,5248.0,4939
,,,,,,,,,,,,,,,,,,,,,19768.0,27063.0,,,5004.0,5249.0,4940
,,,,,,,,,,,,,,,,,,,,,20029.0,27084.0,,,5005.0,5250.0,4941
,,,,,,,,,,,,,,,,,,,,,20030.0,27358.0,,,5006.0,5251.0,4942
,,,,,,,,,,,,,,,,,,,,,20038.0,27366.0,,,5007.0,5252.0,4943
,,,,,,,,,,,,,,,,,,,,,20044.0,27367.0,,,5008.0,5253.0,4944
,,,,,,,,,,,,,,,,,,,,,20053.0,27371.0,,,5009.0,5254.0,4945
,,,,,,,,,,,,,,,,,,,,,20056.0,27372.0,,,5010.0,5255.0,4946
,,,,,,,,,,,,,,,,,,,,,20057.0,27373.0,,,5011.0,5256.0,4947
,,,,,,,,,,,,,,,,,,,,,20060.0,27374.0,,,5012.0,5257.0,4948
,,,,,,,,,,,,,,,,,,,,,20077.0,27375.0,,,5013.0,5258.0,4949
,,,,,,,,,,,,,,,,,,,,,20078.0,27378.0,,,5014.0,5302.0,4950
,,,,,,,,,,,,,,,,,,,,,20081.0,27649.0,,,5015.0,5303.0,4951
,,,,,,,,,,,,,,,,,,,,,20090.0,27654.0,,,5016.0,5304.0,4952
,,,,,,,,,,,,,,,,,,,,,20099.0,27661.0,,,5230.0,5305.0,4995
,,,,,,,,,,,,,,,,,,,,,20302.0,27667.0,,,5231.0,5306.0,4996
,,,,,,,,,,,,,,,,,,,,,20305.0,27670.0,,,5232.0,5307.0,4997
,,,,,,,,,,,,,,,,,,,,,20342.0,27673.0,,,5233.0,5308.0,4998
,,,,,,,,,,,,,,,,,,,,,20348.0,27676.0,,,5234.0,5309.0,4999
,,,,,,,,,,,,,,,,,,,,,20350.0,27697.0,,,5235.0,5310.0,5000
,,,,,,,,,,,,,,,,,,,,,20354.0,27827.0,,,5236.0,5311.0,5001
,,,,,,,,,,,,,,,,,,,,,20356.0,27903.0,,,5237.0,5312.0,5002
,,,,,,,,,,,,,,,,,,,,,20357.0,27904.0,,,5238.0,5313.0,5003
,,,,,,,,,,,,,,,,,,,,,20359.0,27906.0,,,5239.0,5314.0,5004
,,,,,,,,,,,,,,,,,,,,,20360.0,27909.0,,,5240.0,5315.0,5005
,,,,,,,,,,,,,,,,,,,,,20365.0,27915.0,,,5241.0,5316.0,5006
,,,,,,,,,,,,,,,,,,,,,20368.0,27916.0,,,5242.0,5317.0,5007
,,,,,,,,,,,,,,,,,,,,,20375.0,27918.0,,,5243.0,5318.0,5008
,,,,,,,,,,,,,,,,,,,,,20378.0,27920.0,,,5244.0,5319.0,5009
,,,,,,,,,,,,,,,,,,,,,20383.0,27925.0,,,5245.0,5320.0,5010
,,,,,,,,,,,,,,,,,,,,,20384.0,27926.0,,,5246.0,5321.0,5011
,,,,,,,,,,,,,,,,,,,,,20386.0,27931.0,,,5247.0,5322.0,5012
,,,,,,,,,,,,,,,,,,,,,20389.0,27933.0,,,5248.0,5323.0,5013
,,,,,,,,,,,,,,,,,,,,,20390.0,27936.0,,,5249.0,5324.0,5014
,,,,,,,,,,,,,,,,,,,,,20397.0,27948.0,,,5250.0,5325.0,5015
,,,,,,,,,,,,,,,,,,,,,20398.0,27952.0,,,5251.0,5326.0,5016
,,,,,,,,,,,,,,,,,,,,,20404.0,27955.0,,,5252.0,5327.0,5230
,,,,,,,,,,,,,,,,,,,,,20426.0,27970.0,,,5253.0,5328.0,5231
,,,,,,,,,,,,,,,,,,,,,20596.0,27987.0,,,5254.0,5329.0,5232
,,,,,,,,,,,,,,,,,,,,,20623.0,28209.0,,,5255.0,5330.0,5233
,,,,,,,,,,,,,,,,,,,,,20627.0,28212.0,,,5256.0,5561.0,5234
,,,,,,,,,,,,,,,,,,,,,20628.0,28214.0,,,5257.0,5562.0,5235
,,,,,,,,,,,,,,,,,,,,,20646.0,28248.0,,,5258.0,5563.0,5236
,,,,,,,,,,,,,,,,,,,,,20647.0,28271.0,,,5259.0,5564.0,5237
,,,,,,,,,,,,,,,,,,,,,20656.0,28311.0,,,5260.0,5565.0,5238
,,,,,,,,,,,,,,,,,,,,,20663.0,28312.0,,,5261.0,5566.0,5239
,,,,,,,,,,,,,,,,,,,,,20668.0,28330.0,,,5262.0,5567.0,5240
,,,,,,,,,,,,,,,,,,,,,20669.0,28399.0,,,5263.0,5568.0,5241
,,,,,,,,,,,,,,,,,,,,,20686.0,28409.0,,,5264.0,5569.0,5242
,,,,,,,,,,,,,,,,,,,,,20691.0,28410.0,,,5265.0,5570.0,5243
,,,,,,,,,,,,,,,,,,,,,20692.0,28411.0,,,5266.0,5571.0,5244
,,,,,,,,,,,,,,,,,,,,,20696.0,28413.0,,,5267.0,5572.0,5245
,,,,,,,,,,,,,,,,,,,,,20698.0,28419.0,,,5268.0,5573.0,5246
,,,,,,,,,,,,,,,,,,,,,20699.0,28429.0,,,5269.0,5574.0,5247
,,,,,,,,,,,,,,,,,,,,,20703.0,28447.0,,,5270.0,5575.0,5248
,,,,,,,,,,,,,,,,,,,,,20710.0,28449.0,,,5271.0,5576.0,5249
,,,,,,,,,,,,,,,,,,,,,20774.0,28463.0,,,5272.0,5577.0,5250
,,,,,,,,,,,,,,,,,,,,,20956.0,28469.0,,,5273.0,5578.0,5251
,,,,,,,,,,,,,,,,,,,,,20968.0,28710.0,,,5274.0,5579.0,5252
,,,,,,,,,,,,,,,,,,,,,20970.0,28713.0,,,5275.0,5580.0,5253
,,,,,,,,,,,,,,,,,,,,,20977.0,28715.0,,,5276.0,5581.0,5254
,,,,,,,,,,,,,,,,,,,,,20978.0,28718.0,,,5277.0,5582.0,5255
,,,,,,,,,,,,,,,,,,,,,20980.0,28719.0,,,5278.0,5583.0,5256
,,,,,,,,,,,,,,,,,,,,,20982.0,28720.0,,,5279.0,5620.0,5257
,,,,,,,,,,,,,,,,,,,,,20984.0,28722.0,,,5280.0,5621.0,5258
,,,,,,,,,,,,,,,,,,,,,20989.0,28723.0,,,5281.0,5622.0,5302
,,,,,,,,,,,,,,,,,,,,,20991.0,28725.0,,,5282.0,5623.0,5303
,,,,,,,,,,,,,,,,,,,,,20993.0,28729.0,,,5283.0,5624.0,5304
,,,,,,,,,,,,,,,,,,,,,20995.0,28730.0,,,5284.0,5625.0,5305
,,,,,,,,,,,,,,,,,,,,,20996.0,28732.0,,,5285.0,5626.0,5306
,,,,,,,,,,,,,,,,,,,,,21002.0,28735.0,,,5286.0,5627.0,5307
,,,,,,,,,,,,,,,,,,,,,21005.0,28772.0,,,5296.0,5628.0,5308
,,,,,,,,,,,,,,,,,,,,,21019.0,28881.0,,,5297.0,5629.0,5309
,,,,,,,,,,,,,,,,,,,,,21020.0,28883.0,,,5298.0,5630.0,5310
,,,,,,,,,,,,,,,,,,,,,21217.0,28914.0,,,5299.0,5631.0,5311
,,,,,,,,,,,,,,,,,,,,,21235.0,29015.0,,,5300.0,5632.0,5312
,,,,,,,,,,,,,,,,,,,,,21244.0,29020.0,,,5301.0,5633.0,5313
,,,,,,,,,,,,,,,,,,,,,21249.0,29028.0,,,5302.0,5634.0,5314
,,,,,,,,,,,,,,,,,,,,,21251.0,29033.0,,,5303.0,5635.0,5315
,,,,,,,,,,,,,,,,,,,,,21253.0,29035.0,,,5304.0,5636.0,5316
,,,,,,,,,,,,,,,,,,,,,21254.0,29037.0,,,5305.0,5637.0,5317
,,,,,,,,,,,,,,,,,,,,,21265.0,29039.0,,,5306.0,5638.0,5318
,,,,,,,,,,,,,,,,,,,,,21268.0,29041.0,,,5307.0,5639.0,5319
,,,,,,,,,,,,,,,,,,,,,21269.0,29043.0,,,5308.0,5640.0,5320
,,,,,,,,,,,,,,,,,,,,,21280.0,29044.0,,,5309.0,5641.0,5321
,,,,,,,,,,,,,,,,,,,,,21281.0,29045.0,,,5310.0,5642.0,5322
,,,,,,,,,,,,,,,,,,,,,21284.0,29049.0,,,5311.0,5867.0,5323
,,,,,,,,,,,,,,,,,,,,,21292.0,29050.0,,,5312.0,5868.0,5324
,,,,,,,,,,,,,,,,,,,,,21295.0,29054.0,,,5313.0,5869.0,5325
,,,,,,,,,,,,,,,,,,,,,21490.0,29055.0,,,5314.0,5870.0,5326
,,,,,,,,,,,,,,,,,,,,,21494.0,29056.0,,,5315.0,5871.0,5327
,,,,,,,,,,,,,,,,,,,,,21506.0,29070.0,,,5316.0,5872.0,5328
,,,,,,,,,,,,,,,,,,,,,21508.0,29071.0,,,5317.0,5873.0,5329
,,,,,,,,,,,,,,,,,,,,,21516.0,29338.0,,,5318.0,5874.0,5330
,,,,,,,,,,,,,,,,,,,,,21518.0,29339.0,,,5319.0,5875.0,5561
,,,,,,,,,,,,,,,,,,,,,21530.0,29345.0,,,5320.0,5876.0,5562
,,,,,,,,,,,,,,,,,,,,,21533.0,29347.0,,,5563.0,5877.0,5563
,,,,,,,,,,,,,,,,,,,,,21535.0,29348.0,,,5564.0,5878.0,5564
,,,,,,,,,,,,,,,,,,,,,21541.0,29349.0,,,5565.0,5879.0,5565
,,,,,,,,,,,,,,,,,,,,,21544.0,29351.0,,,5566.0,5880.0,5566
,,,,,,,,,,,,,,,,,,,,,21549.0,29353.0,,,5567.0,5881.0,5567
,,,,,,,,,,,,,,,,,,,,,21557.0,29355.0,,,5568.0,5882.0,5568
,,,,,,,,,,,,,,,,,,,,,21558.0,29359.0,,,5569.0,5883.0,5569
,,,,,,,,,,,,,,,,,,,,,21561.0,29360.0,,,5570.0,5884.0,5570
,,,,,,,,,,,,,,,,,,,,,21565.0,29376.0,,,5571.0,5885.0,5571
,,,,,,,,,,,,,,,,,,,,,21575.0,29381.0,,,5572.0,5886.0,5572
,,,,,,,,,,,,,,,,,,,,,21590.0,29389.0,,,5573.0,5887.0,5573
,,,,,,,,,,,,,,,,,,,,,21597.0,29390.0,,,5574.0,5888.0,5574
,,,,,,,,,,,,,,,,,,,,,21614.0,29535.0,,,5575.0,5889.0,5575
,,,,,,,,,,,,,,,,,,,,,21793.0,29639.0,,,5576.0,5890.0,5576
,,,,,,,,,,,,,,,,,,,,,21826.0,29640.0,,,5577.0,5891.0,5577
,,,,,,,,,,,,,,,,,,,,,21827.0,29651.0,,,5578.0,5892.0,5578
,,,,,,,,,,,,,,,,,,,,,21828.0,29666.0,,,5579.0,5893.0,5579
,,,,,,,,,,,,,,,,,,,,,21830.0,,,,5580.0,5932.0,5580
,,,,,,,,,,,,,,,,,,,,,21839.0,,,,5581.0,5933.0,5581
,,,,,,,,,,,,,,,,,,,,,21840.0,,,,5582.0,5934.0,5582
,,,,,,,,,,,,,,,,,,,,,21843.0,,,,5583.0,5935.0,5583
,,,,,,,,,,,,,,,,,,,,,21844.0,,,,5584.0,5936.0,5620
,,,,,,,,,,,,,,,,,,,,,21848.0,,,,5585.0,5937.0,5621
,,,,,,,,,,,,,,,,,,,,,21850.0,,,,5620.0,5938.0,5622
,,,,,,,,,,,,,,,,,,,,,21852.0,,,,5621.0,5939.0,5623
,,,,,,,,,,,,,,,,,,,,,21853.0,,,,5622.0,5940.0,5624
,,,,,,,,,,,,,,,,,,,,,21855.0,,,,5623.0,5941.0,5625
,,,,,,,,,,,,,,,,,,,,,21859.0,,,,5624.0,5942.0,5626
,,,,,,,,,,,,,,,,,,,,,21867.0,,,,5625.0,5943.0,5627
,,,,,,,,,,,,,,,,,,,,,21869.0,,,,5626.0,5944.0,5628
,,,,,,,,,,,,,,,,,,,,,21870.0,,,,5627.0,5945.0,5629
,,,,,,,,,,,,,,,,,,,,,21871.0,,,,5628.0,5946.0,5630
,,,,,,,,,,,,,,,,,,,,,21881.0,,,,5629.0,5947.0,5631
,,,,,,,,,,,,,,,,,,,,,21891.0,,,,5630.0,5948.0,5632
,,,,,,,,,,,,,,,,,,,,,22127.0,,,,5631.0,5949.0,5633
,,,,,,,,,,,,,,,,,,,,,22131.0,,,,5632.0,5950.0,5634
,,,,,,,,,,,,,,,,,,,,,22132.0,,,,5633.0,5951.0,5635
,,,,,,,,,,,,,,,,,,,,,22133.0,,,,5634.0,5952.0,5636
,,,,,,,,,,,,,,,,,,,,,22139.0,,,,5635.0,5953.0,5637
,,,,,,,,,,,,,,,,,,,,,22141.0,,,,5636.0,5954.0,5638
,,,,,,,,,,,,,,,,,,,,,22147.0,,,,5637.0,5955.0,5639
,,,,,,,,,,,,,,,,,,,,,22149.0,,,,5638.0,5956.0,5640
,,,,,,,,,,,,,,,,,,,,,22154.0,,,,5639.0,6184.0,5641
,,,,,,,,,,,,,,,,,,,,,22156.0,,,,5640.0,6185.0,5642
,,,,,,,,,,,,,,,,,,,,,22157.0,,,,5641.0,6186.0,5867
,,,,,,,,,,,,,,,,,,,,,22176.0,,,,5642.0,6187.0,5868
,,,,,,,,,,,,,,,,,,,,,22180.0,,,,5643.0,6188.0,5869
,,,,,,,,,,,,,,,,,,,,,22227.0,,,,5867.0,6189.0,5870
,,,,,,,,,,,,,,,,,,,,,22377.0,,,,5868.0,6190.0,5871
,,,,,,,,,,,,,,,,,,,,,22410.0,,,,5869.0,6191.0,5872
,,,,,,,,,,,,,,,,,,,,,22419.0,,,,5870.0,6192.0,5873
,,,,,,,,,,,,,,,,,,,,,22421.0,,,,5871.0,6193.0,5874
,,,,,,,,,,,,,,,,,,,,,22436.0,,,,5872.0,6194.0,5875
,,,,,,,,,,,,,,,,,,,,,22439.0,,,,5873.0,6195.0,5876
,,,,,,,,,,,,,,,,,,,,,22444.0,,,,5874.0,6196.0,5877
,,,,,,,,,,,,,,,,,,,,,22445.0,,,,5875.0,6197.0,5878
,,,,,,,,,,,,,,,,,,,,,22452.0,,,,5876.0,6198.0,5879
,,,,,,,,,,,,,,,,,,,,,22454.0,,,,5877.0,6199.0,5880
,,,,,,,,,,,,,,,,,,,,,22456.0,,,,5878.0,6200.0,5881
,,,,,,,,,,,,,,,,,,,,,22458.0,,,,5879.0,6201.0,5882
,,,,,,,,,,,,,,,,,,,,,22460.0,,,,5880.0,6202.0,5883
,,,,,,,,,,,,,,,,,,,,,22467.0,,,,5881.0,6203.0,5884
,,,,,,,,,,,,,,,,,,,,,22468.0,,,,5882.0,6204.0,5885
,,,,,,,,,,,,,,,,,,,,,22471.0,,,,5883.0,6205.0,5886
,,,,,,,,,,,,,,,,,,,,,22476.0,,,,5884.0,6206.0,5887
,,,,,,,,,,,,,,,,,,,,,22477.0,,,,5885.0,6207.0,5888
,,,,,,,,,,,,,,,,,,,,,22480.0,,,,5886.0,6208.0,5889
,,,,,,,,,,,,,,,,,,,,,22484.0,,,,5887.0,6209.0,5890
,,,,,,,,,,,,,,,,,,,,,22487.0,,,,5888.0,6247.0,5891
,,,,,,,,,,,,,,,,,,,,,22493.0,,,,5889.0,6248.0,5892
,,,,,,,,,,,,,,,,,,,,,22498.0,,,,5890.0,6249.0,5893
,,,,,,,,,,,,,,,,,,,,,22504.0,,,,5891.0,6250.0,5932
,,,,,,,,,,,,,,,,,,,,,22516.0,,,,5892.0,6251.0,5933
,,,,,,,,,,,,,,,,,,,,,22674.0,,,,5893.0,6252.0,5934
,,,,,,,,,,,,,,,,,,,,,22675.0,,,,5932.0,6253.0,5935
,,,,,,,,,,,,,,,,,,,,,22676.0,,,,5933.0,6254.0,5936
,,,,,,,,,,,,,,,,,,,,,22686.0,,,,5934.0,6255.0,5937
,,,,,,,,,,,,,,,,,,,,,22687.0,,,,5935.0,6256.0,5938
,,,,,,,,,,,,,,,,,,,,,22691.0,,,,5936.0,6257.0,5939
,,,,,,,,,,,,,,,,,,,,,22692.0,,,,5937.0,6258.0,5940
,,,,,,,,,,,,,,,,,,,,,22694.0,,,,5938.0,6259.0,5941
,,,,,,,,,,,,,,,,,,,,,22698.0,,,,5939.0,6260.0,5942
,,,,,,,,,,,,,,,,,,,,,22699.0,,,,5940.0,6261.0,5943
,,,,,,,,,,,,,,,,,,,,,22700.0,,,,5941.0,6262.0,5944
,,,,,,,,,,,,,,,,,,,,,22703.0,,,,5942.0,6263.0,5945
,,,,,,,,,,,,,,,,,,,,,22704.0,,,,5943.0,6264.0,5946
,,,,,,,,,,,,,,,,,,,,,22710.0,,,,5944.0,6265.0,5947
,,,,,,,,,,,,,,,,,,,,,22712.0,,,,5945.0,6266.0,5948
,,,,,,,,,,,,,,,,,,,,,22716.0,,,,5946.0,6267.0,5949
,,,,,,,,,,,,,,,,,,,,,22727.0,,,,5947.0,6268.0,5950
,,,,,,,,,,,,,,,,,,,,,22730.0,,,,5948.0,6269.0,5951
,,,,,,,,,,,,,,,,,,,,,22732.0,,,,5949.0,6270.0,5952
,,,,,,,,,,,,,,,,,,,,,22734.0,,,,5950.0,6271.0,5953
,,,,,,,,,,,,,,,,,,,,,22735.0,,,,5951.0,6478.0,5954
,,,,,,,,,,,,,,,,,,,,,22742.0,,,,5952.0,6479.0,5955
,,,,,,,,,,,,,,,,,,,,,22743.0,,,,5953.0,6480.0,5956
,,,,,,,,,,,,,,,,,,,,,22744.0,,,,5954.0,6481.0,6184
,,,,,,,,,,,,,,,,,,,,,22747.0,,,,5955.0,6482.0,6185
,,,,,,,,,,,,,,,,,,,,,22749.0,,,,5956.0,6483.0,6186
,,,,,,,,,,,,,,,,,,,,,22948.0,,,,6167.0,6484.0,6187
,,,,,,,,,,,,,,,,,,,,,22952.0,,,,6168.0,6485.0,6188
,,,,,,,,,,,,,,,,,,,,,22968.0,,,,6169.0,6486.0,6189
,,,,,,,,,,,,,,,,,,,,,22971.0,,,,6170.0,6487.0,6190
,,,,,,,,,,,,,,,,,,,,,22985.0,,,,6171.0,6488.0,6191
,,,,,,,,,,,,,,,,,,,,,22986.0,,,,6172.0,6489.0,6192
,,,,,,,,,,,,,,,,,,,,,22998.0,,,,6173.0,6490.0,6193
,,,,,,,,,,,,,,,,,,,,,22999.0,,,,6174.0,6491.0,6194
,,,,,,,,,,,,,,,,,,,,,23005.0,,,,6175.0,6492.0,6195
,,,,,,,,,,,,,,,,,,,,,23006.0,,,,6176.0,6493.0,6196
,,,,,,,,,,,,,,,,,,,,,23007.0,,,,6177.0,6494.0,6197
,,,,,,,,,,,,,,,,,,,,,23015.0,,,,6178.0,6495.0,6198
,,,,,,,,,,,,,,,,,,,,,23016.0,,,,6179.0,6496.0,6199
,,,,,,,,,,,,,,,,,,,,,23031.0,,,,6180.0,6497.0,6200
,,,,,,,,,,,,,,,,,,,,,23034.0,,,,6181.0,6498.0,6201
,,,,,,,,,,,,,,,,,,,,,23035.0,,,,6182.0,6499.0,6202
,,,,,,,,,,,,,,,,,,,,,23064.0,,,,6183.0,6500.0,6203
,,,,,,,,,,,,,,,,,,,,,23298.0,,,,6184.0,6501.0,6204
,,,,,,,,,,,,,,,,,,,,,23300.0,,,,6185.0,6502.0,6205
,,,,,,,,,,,,,,,,,,,,,23311.0,,,,6186.0,6503.0,6206
,,,,,,,,,,,,,,,,,,,,,23313.0,,,,6187.0,6504.0,6207
,,,,,,,,,,,,,,,,,,,,,23315.0,,,,6188.0,6505.0,6208
,,,,,,,,,,,,,,,,,,,,,23322.0,,,,6189.0,6506.0,6209
,,,,,,,,,,,,,,,,,,,,,23325.0,,,,6190.0,6553.0,6247
,,,,,,,,,,,,,,,,,,,,,23327.0,,,,6191.0,6554.0,6248
,,,,,,,,,,,,,,,,,,,,,23332.0,,,,6192.0,6555.0,6249
,,,,,,,,,,,,,,,,,,,,,23334.0,,,,6193.0,6556.0,6250
,,,,,,,,,,,,,,,,,,,,,23336.0,,,,6194.0,6557.0,6251
,,,,,,,,,,,,,,,,,,,,,23337.0,,,,6195.0,6558.0,6252
,,,,,,,,,,,,,,,,,,,,,23339.0,,,,6196.0,6559.0,6253
,,,,,,,,,,,,,,,,,,,,,23340.0,,,,6247.0,6560.0,6254
,,,,,,,,,,,,,,,,,,,,,23342.0,,,,6248.0,6561.0,6255
,,,,,,,,,,,,,,,,,,,,,23403.0,,,,6249.0,6562.0,6256
,,,,,,,,,,,,,,,,,,,,,23618.0,,,,6250.0,6563.0,6257
,,,,,,,,,,,,,,,,,,,,,23624.0,,,,6251.0,6564.0,6258
,,,,,,,,,,,,,,,,,,,,,23640.0,,,,6252.0,6565.0,6259
,,,,,,,,,,,,,,,,,,,,,23651.0,,,,6253.0,6566.0,6260
,,,,,,,,,,,,,,,,,,,,,23660.0,,,,6254.0,6567.0,6261
,,,,,,,,,,,,,,,,,,,,,23671.0,,,,6255.0,6568.0,6262
,,,,,,,,,,,,,,,,,,,,,23676.0,,,,6256.0,6569.0,6263
,,,,,,,,,,,,,,,,,,,,,23694.0,,,,6257.0,6570.0,6264
,,,,,,,,,,,,,,,,,,,,,23697.0,,,,6258.0,6571.0,6265
,,,,,,,,,,,,,,,,,,,,,23934.0,,,,6259.0,6572.0,6266
,,,,,,,,,,,,,,,,,,,,,23954.0,,,,6260.0,6573.0,6267
,,,,,,,,,,,,,,,,,,,,,23957.0,,,,6261.0,6574.0,6268
,,,,,,,,,,,,,,,,,,,,,23958.0,,,,6262.0,6575.0,6269
,,,,,,,,,,,,,,,,,,,,,23972.0,,,,6263.0,6576.0,6270
,,,,,,,,,,,,,,,,,,,,,23981.0,,,,6264.0,6577.0,6271
,,,,,,,,,,,,,,,,,,,,,23984.0,,,,6265.0,6578.0,6478
,,,,,,,,,,,,,,,,,,,,,23987.0,,,,6266.0,6579.0,6479
,,,,,,,,,,,,,,,,,,,,,23988.0,,,,6267.0,6580.0,6480
,,,,,,,,,,,,,,,,,,,,,23991.0,,,,6268.0,6581.0,6481
,,,,,,,,,,,,,,,,,,,,,23996.0,,,,6269.0,6747.0,6482
,,,,,,,,,,,,,,,,,,,,,23997.0,,,,6270.0,6748.0,6483
,,,,,,,,,,,,,,,,,,,,,24000.0,,,,6271.0,6749.0,6484
,,,,,,,,,,,,,,,,,,,,,24003.0,,,,6466.0,6750.0,6485
,,,,,,,,,,,,,,,,,,,,,24023.0,,,,6467.0,6751.0,6486
,,,,,,,,,,,,,,,,,,,,,24251.0,,,,6468.0,6752.0,6487
,,,,,,,,,,,,,,,,,,,,,24257.0,,,,6469.0,6753.0,6488
,,,,,,,,,,,,,,,,,,,,,24258.0,,,,6470.0,6754.0,6489
,,,,,,,,,,,,,,,,,,,,,24262.0,,,,6471.0,6755.0,6490
,,,,,,,,,,,,,,,,,,,,,24269.0,,,,6472.0,6756.0,6491
,,,,,,,,,,,,,,,,,,,,,24272.0,,,,6473.0,6757.0,6492
,,,,,,,,,,,,,,,,,,,,,24274.0,,,,6474.0,6758.0,6493
,,,,,,,,,,,,,,,,,,,,,24276.0,,,,6475.0,6759.0,6494
,,,,,,,,,,,,,,,,,,,,,24277.0,,,,6476.0,6760.0,6495
,,,,,,,,,,,,,,,,,,,,,24284.0,,,,6477.0,6761.0,6496
,,,,,,,,,,,,,,,,,,,,,24285.0,,,,6478.0,6762.0,6497
,,,,,,,,,,,,,,,,,,,,,24290.0,,,,6479.0,6763.0,6498
,,,,,,,,,,,,,,,,,,,,,24291.0,,,,6480.0,6764.0,6499
,,,,,,,,,,,,,,,,,,,,,24293.0,,,,6481.0,6765.0,6500
,,,,,,,,,,,,,,,,,,,,,24308.0,,,,6482.0,6766.0,6501
,,,,,,,,,,,,,,,,,,,,,24310.0,,,,6483.0,6767.0,6502
